{'ss_customer_sk': 67006.0, 'ss_sold_date_sk': 2451813.0, 'ss_quantity': 79.0, 'ss_sales_price': 2.8},
{'ss_customer_sk': 3, 'ss_sold_date_sk': 3, 'ss_quantity': 17.0, 'ss_sales_price': 75.79},
{'ss_customer_sk': 3, 'ss_sold_date_sk': 3, 'ss_quantity': 88.0, 'ss_sales_price': 26.99},
{'ss_customer_sk': 3, 'ss_sold_date_sk': 3, 'ss_quantity': 4.0, 'ss_sales_price': 43.94},
{'ss_customer_sk': 3, 'ss_sold_date_sk': 3, 'ss_quantity': 79.0, 'ss_sales_price': 17.44},
{'ss_customer_sk': 3, 'ss_sold_date_sk': 3, 'ss_quantity': 56.0, 'ss_sales_price': 0.06},
{'ss_customer_sk': 3, 'ss_sold_date_sk': 3, 'ss_quantity': 27.0, 'ss_sales_price': 55.35},
{'ss_customer_sk': 3, 'ss_sold_date_sk': 3, 'ss_quantity': 4.0, 'ss_sales_price': 35.14},
{'ss_customer_sk': 3, 'ss_sold_date_sk': 3, 'ss_quantity': 53.0, 'ss_sales_price': 26.4},
{'ss_customer_sk': 3, 'ss_sold_date_sk': 3, 'ss_quantity': 98.0, 'ss_sales_price': 90.16},
{'ss_customer_sk': 4, 'ss_sold_date_sk': 4, 'ss_quantity': 43.0, 'ss_sales_price': 87.14},
{'ss_customer_sk': 4, 'ss_sold_date_sk': 4, 'ss_quantity': 23.0, 'ss_sales_price': 3.53},
{'ss_customer_sk': 4, 'ss_sold_date_sk': 4, 'ss_quantity': 56.0, 'ss_sales_price': 24.45},
{'ss_customer_sk': 4, 'ss_sold_date_sk': 4, 'ss_quantity': 21.0, 'ss_sales_price': 12.11},
{'ss_customer_sk': 4, 'ss_sold_date_sk': 4, 'ss_quantity': 41.0, 'ss_sales_price': 5.5},
{'ss_customer_sk': 4, 'ss_sold_date_sk': 4, 'ss_quantity': 27.0, 'ss_sales_price': 19.26},
{'ss_customer_sk': 4, 'ss_sold_date_sk': 4, 'ss_quantity': 86.0, 'ss_sales_price': 55.57},
{'ss_customer_sk': 4, 'ss_sold_date_sk': 4, 'ss_quantity': 17.0, 'ss_sales_price': 9.52},
{'ss_customer_sk': 4, 'ss_sold_date_sk': 4, 'ss_quantity': 74.0, 'ss_sales_price': 45.81},
{'ss_customer_sk': 4, 'ss_sold_date_sk': 4, 'ss_quantity': 23.0, 'ss_sales_price': 1.55},
{'ss_customer_sk': 5, 'ss_sold_date_sk': 5, 'ss_quantity': 60.0, 'ss_sales_price': 57.45},
{'ss_customer_sk': 5, 'ss_sold_date_sk': 5, 'ss_quantity': 52.0, 'ss_sales_price': 31.68},
{'ss_customer_sk': 5, 'ss_sold_date_sk': 5, 'ss_quantity': 83.0, 'ss_sales_price': 63.7},
{'ss_customer_sk': 5, 'ss_sold_date_sk': 5, 'ss_quantity': 15.0, 'ss_sales_price': 30.53},
{'ss_customer_sk': 5, 'ss_sold_date_sk': 5, 'ss_quantity': 71.0, 'ss_sales_price': 28.17},
{'ss_customer_sk': 5, 'ss_sold_date_sk': 5, 'ss_quantity': 36.0, 'ss_sales_price': 7.36},
{'ss_customer_sk': 5, 'ss_sold_date_sk': 5, 'ss_quantity': 66.0, 'ss_sales_price': 45.02},
{'ss_customer_sk': 5, 'ss_sold_date_sk': 5, 'ss_quantity': 66.0, 'ss_sales_price': 5.99},
{'ss_customer_sk': 5, 'ss_sold_date_sk': 5, 'ss_quantity': 91.0, 'ss_sales_price': 0.53},
{'ss_customer_sk': 5, 'ss_sold_date_sk': 5, 'ss_quantity': 76.0, 'ss_sales_price': 50.58},
{'ss_customer_sk': 5, 'ss_sold_date_sk': 5, 'ss_quantity': 64.0, 'ss_sales_price': 66.1},
{'ss_customer_sk': 5, 'ss_sold_date_sk': 5, 'ss_quantity': 60.0, 'ss_sales_price': 32.31},
{'ss_customer_sk': 5, 'ss_sold_date_sk': 5, 'ss_quantity': 50.0, 'ss_sales_price': 45.07},
{'ss_customer_sk': 6, 'ss_sold_date_sk': 6, 'ss_quantity': 31.0, 'ss_sales_price': 69.43},
{'ss_customer_sk': 6, 'ss_sold_date_sk': 6, 'ss_quantity': 62.0, 'ss_sales_price': 76.35},
{'ss_customer_sk': 6, 'ss_sold_date_sk': 6, 'ss_quantity': 1.0, 'ss_sales_price': 61.81},
{'ss_customer_sk': 6, 'ss_sold_date_sk': 6, 'ss_quantity': 61.0, 'ss_sales_price': 18.81},
{'ss_customer_sk': 6, 'ss_sold_date_sk': 6, 'ss_quantity': 42.0, 'ss_sales_price': 32.31},
{'ss_customer_sk': 6, 'ss_sold_date_sk': 6, 'ss_quantity': 100.0, 'ss_sales_price': 38.5},
{'ss_customer_sk': 6, 'ss_sold_date_sk': 6, 'ss_quantity': 64.0, 'ss_sales_price': 122.26},
{'ss_customer_sk': 6, 'ss_sold_date_sk': 6, 'ss_quantity': 94.0, 'ss_sales_price': 97.64},
{'ss_customer_sk': 6, 'ss_sold_date_sk': 6, 'ss_quantity': 72.0, 'ss_sales_price': 55.32},
{'ss_customer_sk': 6, 'ss_sold_date_sk': 6, 'ss_quantity': 100.0, 'ss_sales_price': 7.24},
{'ss_customer_sk': 7, 'ss_sold_date_sk': 7, 'ss_quantity': 51.0, 'ss_sales_price': 49.77},
{'ss_customer_sk': 7, 'ss_sold_date_sk': 7, 'ss_quantity': 9.0, 'ss_sales_price': 30.93},
{'ss_customer_sk': 7, 'ss_sold_date_sk': 7, 'ss_quantity': 88.0, 'ss_sales_price': 39.22},
{'ss_customer_sk': 7, 'ss_sold_date_sk': 7, 'ss_quantity': 52.0, 'ss_sales_price': 22.68},
{'ss_customer_sk': 7, 'ss_sold_date_sk': 7, 'ss_quantity': 69.0, 'ss_sales_price': 110.4},
{'ss_customer_sk': 7, 'ss_sold_date_sk': 7, 'ss_quantity': 54.0, 'ss_sales_price': 21.31},
{'ss_customer_sk': 7, 'ss_sold_date_sk': 7, 'ss_quantity': 12.0, 'ss_sales_price': 65.42},
{'ss_customer_sk': 7, 'ss_sold_date_sk': 7, 'ss_quantity': 73.0, 'ss_sales_price': 11.24},
{'ss_customer_sk': 7, 'ss_sold_date_sk': 7, 'ss_quantity': 69.0, 'ss_sales_price': 50.86},
{'ss_customer_sk': 7, 'ss_sold_date_sk': 7, 'ss_quantity': 82.0, 'ss_sales_price': 34.16},
{'ss_customer_sk': 8, 'ss_sold_date_sk': 8, 'ss_quantity': 90.0, 'ss_sales_price': 113.87},
{'ss_customer_sk': 8, 'ss_sold_date_sk': 8, 'ss_quantity': 87.0, 'ss_sales_price': 16.44},
{'ss_customer_sk': 8, 'ss_sold_date_sk': 8, 'ss_quantity': 31.0, 'ss_sales_price': 13.21},
{'ss_customer_sk': 8, 'ss_sold_date_sk': 8, 'ss_quantity': 95.0, 'ss_sales_price': 20.64},
{'ss_customer_sk': 8, 'ss_sold_date_sk': 8, 'ss_quantity': 7.0, 'ss_sales_price': 20.41},
{'ss_customer_sk': 8, 'ss_sold_date_sk': 8, 'ss_quantity': 54.0, 'ss_sales_price': 27.67},
{'ss_customer_sk': 8, 'ss_sold_date_sk': 8, 'ss_quantity': 95.0, 'ss_sales_price': 75.84},
{'ss_customer_sk': 8, 'ss_sold_date_sk': 8, 'ss_quantity': 83.0, 'ss_sales_price': 3.28},
{'ss_customer_sk': 8, 'ss_sold_date_sk': 8, 'ss_quantity': 20.0, 'ss_sales_price': 31.88},
{'ss_customer_sk': 8, 'ss_sold_date_sk': 8, 'ss_quantity': 51.0, 'ss_sales_price': 1.07},
{'ss_customer_sk': 8, 'ss_sold_date_sk': 8, 'ss_quantity': 49.0, 'ss_sales_price': 80.54},
{'ss_customer_sk': 9, 'ss_sold_date_sk': 9, 'ss_quantity': 59.0, 'ss_sales_price': 44.87},
{'ss_customer_sk': 9, 'ss_sold_date_sk': 9, 'ss_quantity': 34.0, 'ss_sales_price': 2.04},
{'ss_customer_sk': 9, 'ss_sold_date_sk': 9, 'ss_quantity': 33.0, 'ss_sales_price': 2.13},
{'ss_customer_sk': 9, 'ss_sold_date_sk': 9, 'ss_quantity': 53.0, 'ss_sales_price': 54.71},
{'ss_customer_sk': 9, 'ss_sold_date_sk': 9, 'ss_quantity': 11.0, 'ss_sales_price': 47.97},
{'ss_customer_sk': 9, 'ss_sold_date_sk': 9, 'ss_quantity': 66.0, 'ss_sales_price': 25.22},
{'ss_customer_sk': 9, 'ss_sold_date_sk': 9, 'ss_quantity': 6.0, 'ss_sales_price': 25.29},
{'ss_customer_sk': 9, 'ss_sold_date_sk': 9, 'ss_quantity': 27.0, 'ss_sales_price': 15.63},
{'ss_customer_sk': 9, 'ss_sold_date_sk': 9, 'ss_quantity': 62.0, 'ss_sales_price': 3.84},
{'ss_customer_sk': 9, 'ss_sold_date_sk': 9, 'ss_quantity': 32.0, 'ss_sales_price': 132.77},
{'ss_customer_sk': 9, 'ss_sold_date_sk': 9, 'ss_quantity': 83.0, 'ss_sales_price': 8.6},
{'ss_customer_sk': 9, 'ss_sold_date_sk': 9, 'ss_quantity': 71.0, 'ss_sales_price': 19.17},
{'ss_customer_sk': 9, 'ss_sold_date_sk': 9, 'ss_quantity': 15.0, 'ss_sales_price': 30.66},
{'ss_customer_sk': 9, 'ss_sold_date_sk': 9, 'ss_quantity': 84.0, 'ss_sales_price': 5.1},
{'ss_customer_sk': 10, 'ss_sold_date_sk': 10, 'ss_quantity': 28.0, 'ss_sales_price': 19.09},
{'ss_customer_sk': 10, 'ss_sold_date_sk': 10, 'ss_quantity': 52.0, 'ss_sales_price': 26.05},
{'ss_customer_sk': 10, 'ss_sold_date_sk': 10, 'ss_quantity': 47.0, 'ss_sales_price': 3.61},
{'ss_customer_sk': 10, 'ss_sold_date_sk': 10, 'ss_quantity': 17.0, 'ss_sales_price': 53.36},
{'ss_customer_sk': 10, 'ss_sold_date_sk': 10, 'ss_quantity': 67.0, 'ss_sales_price': 19.72},
{'ss_customer_sk': 10, 'ss_sold_date_sk': 10, 'ss_quantity': 83.0, 'ss_sales_price': 9.18},
{'ss_customer_sk': 10, 'ss_sold_date_sk': 10, 'ss_quantity': 74.0, 'ss_sales_price': 97.89},
{'ss_customer_sk': 10, 'ss_sold_date_sk': 10, 'ss_quantity': 76.0, 'ss_sales_price': 31.36},
{'ss_customer_sk': 10, 'ss_sold_date_sk': 10, 'ss_quantity': 66.0, 'ss_sales_price': 82.51},
{'ss_customer_sk': 11, 'ss_sold_date_sk': 11, 'ss_quantity': 68.0, 'ss_sales_price': 5.66},
{'ss_customer_sk': 11, 'ss_sold_date_sk': 11, 'ss_quantity': 70.0, 'ss_sales_price': 45.54},
{'ss_customer_sk': 11, 'ss_sold_date_sk': 11, 'ss_quantity': 16.0, 'ss_sales_price': 46.47},
{'ss_customer_sk': 11, 'ss_sold_date_sk': 11, 'ss_quantity': 85.0, 'ss_sales_price': 22.34},
{'ss_customer_sk': 11, 'ss_sold_date_sk': 11, 'ss_quantity': 84.0, 'ss_sales_price': 14.2},
{'ss_customer_sk': 11, 'ss_sold_date_sk': 11, 'ss_quantity': 33.0, 'ss_sales_price': 128.97},
{'ss_customer_sk': 11, 'ss_sold_date_sk': 11, 'ss_quantity': 96.0, 'ss_sales_price': 21.41},
{'ss_customer_sk': 11, 'ss_sold_date_sk': 11, 'ss_quantity': 11.0, 'ss_sales_price': 42.46},
{'ss_customer_sk': 11, 'ss_sold_date_sk': 11, 'ss_quantity': 38.0, 'ss_sales_price': 0.32},
{'ss_customer_sk': 11, 'ss_sold_date_sk': 11, 'ss_quantity': 57.0, 'ss_sales_price': 63.76},
{'ss_customer_sk': 11, 'ss_sold_date_sk': 11, 'ss_quantity': 66.0, 'ss_sales_price': 15.76},
{'ss_customer_sk': 11, 'ss_sold_date_sk': 11, 'ss_quantity': 33.0, 'ss_sales_price': 78.91},
{'ss_customer_sk': 12, 'ss_sold_date_sk': 12, 'ss_quantity': 36.0, 'ss_sales_price': 40.23},
{'ss_customer_sk': 12, 'ss_sold_date_sk': 12, 'ss_quantity': 9.0, 'ss_sales_price': 11.22},
{'ss_customer_sk': 12, 'ss_sold_date_sk': 12, 'ss_quantity': 73.0, 'ss_sales_price': 78.14},
{'ss_customer_sk': 12, 'ss_sold_date_sk': 12, 'ss_quantity': 57.0, 'ss_sales_price': 8.38},
{'ss_customer_sk': 12, 'ss_sold_date_sk': 12, 'ss_quantity': 66.0, 'ss_sales_price': 78.0},
{'ss_customer_sk': 12, 'ss_sold_date_sk': 12, 'ss_quantity': 56.0, 'ss_sales_price': 0.0},
{'ss_customer_sk': 12, 'ss_sold_date_sk': 12, 'ss_quantity': 26.0, 'ss_sales_price': 60.02},
{'ss_customer_sk': 12, 'ss_sold_date_sk': 12, 'ss_quantity': 82.0, 'ss_sales_price': 22.98},
{'ss_customer_sk': 12, 'ss_sold_date_sk': 12, 'ss_quantity': 36.0, 'ss_sales_price': 15.46},
{'ss_customer_sk': 12, 'ss_sold_date_sk': 12, 'ss_quantity': 99.0, 'ss_sales_price': 26.27},
{'ss_customer_sk': 12, 'ss_sold_date_sk': 12, 'ss_quantity': 46.0, 'ss_sales_price': 22.27},
{'ss_customer_sk': 13, 'ss_sold_date_sk': 13, 'ss_quantity': 80.0, 'ss_sales_price': 63.17},
{'ss_customer_sk': 13, 'ss_sold_date_sk': 13, 'ss_quantity': 80.0, 'ss_sales_price': 22.66},
{'ss_customer_sk': 13, 'ss_sold_date_sk': 13, 'ss_quantity': 73.0, 'ss_sales_price': 0.7},
{'ss_customer_sk': 13, 'ss_sold_date_sk': 13, 'ss_quantity': 58.0, 'ss_sales_price': 22.12},
{'ss_customer_sk': 13, 'ss_sold_date_sk': 13, 'ss_quantity': 12.0, 'ss_sales_price': 41.53},
{'ss_customer_sk': 13, 'ss_sold_date_sk': 13, 'ss_quantity': 12.0, 'ss_sales_price': 28.99},
{'ss_customer_sk': 13, 'ss_sold_date_sk': 13, 'ss_quantity': 48.0, 'ss_sales_price': 10.82},
{'ss_customer_sk': 13, 'ss_sold_date_sk': 13, 'ss_quantity': 20.0, 'ss_sales_price': 137.5},
{'ss_customer_sk': 13, 'ss_sold_date_sk': 13, 'ss_quantity': 87.0, 'ss_sales_price': 16.12},
{'ss_customer_sk': 13, 'ss_sold_date_sk': 13, 'ss_quantity': 15.0, 'ss_sales_price': 4.9},
{'ss_customer_sk': 13, 'ss_sold_date_sk': 13, 'ss_quantity': 27.0, 'ss_sales_price': 83.51},
{'ss_customer_sk': 13, 'ss_sold_date_sk': 13, 'ss_quantity': 34.0, 'ss_sales_price': 49.5},
{'ss_customer_sk': 14, 'ss_sold_date_sk': 14, 'ss_quantity': 57.0, 'ss_sales_price': 43.49},
{'ss_customer_sk': 14, 'ss_sold_date_sk': 14, 'ss_quantity': 41.0, 'ss_sales_price': 9.22},
{'ss_customer_sk': 14, 'ss_sold_date_sk': 14, 'ss_quantity': 14.0, 'ss_sales_price': 0.91},
{'ss_customer_sk': 14, 'ss_sold_date_sk': 14, 'ss_quantity': 46.0, 'ss_sales_price': 64.27},
{'ss_customer_sk': 14, 'ss_sold_date_sk': 14, 'ss_quantity': 6.0, 'ss_sales_price': 20.8},
{'ss_customer_sk': 14, 'ss_sold_date_sk': 14, 'ss_quantity': 81.0, 'ss_sales_price': 7.35},
{'ss_customer_sk': 14, 'ss_sold_date_sk': 14, 'ss_quantity': 60.0, 'ss_sales_price': 39.01},
{'ss_customer_sk': 14, 'ss_sold_date_sk': 14, 'ss_quantity': 77.0, 'ss_sales_price': 68.74},
{'ss_customer_sk': 14, 'ss_sold_date_sk': 14, 'ss_quantity': 4.0, 'ss_sales_price': 65.58},
{'ss_customer_sk': 14, 'ss_sold_date_sk': 14, 'ss_quantity': 17.0, 'ss_sales_price': 64.38},
{'ss_customer_sk': 14, 'ss_sold_date_sk': 14, 'ss_quantity': 19.0, 'ss_sales_price': 46.86},
{'ss_customer_sk': 14, 'ss_sold_date_sk': 14, 'ss_quantity': 20.0, 'ss_sales_price': 9.32},
{'ss_customer_sk': 15, 'ss_sold_date_sk': 15, 'ss_quantity': 7.0, 'ss_sales_price': 51.73},
{'ss_customer_sk': 15, 'ss_sold_date_sk': 15, 'ss_quantity': 80.0, 'ss_sales_price': 20.4},
{'ss_customer_sk': 15, 'ss_sold_date_sk': 15, 'ss_quantity': 38.0, 'ss_sales_price': 32.25},
{'ss_customer_sk': 15, 'ss_sold_date_sk': 15, 'ss_quantity': 28.0, 'ss_sales_price': 58.01},
{'ss_customer_sk': 15, 'ss_sold_date_sk': 15, 'ss_quantity': 32.0, 'ss_sales_price': 9.43},
{'ss_customer_sk': 15, 'ss_sold_date_sk': 15, 'ss_quantity': 39.0, 'ss_sales_price': 1.25},
{'ss_customer_sk': 15, 'ss_sold_date_sk': 15, 'ss_quantity': 81.0, 'ss_sales_price': 105.14},
{'ss_customer_sk': 15, 'ss_sold_date_sk': 15, 'ss_quantity': 21.0, 'ss_sales_price': 1.14},
{'ss_customer_sk': 15, 'ss_sold_date_sk': 15, 'ss_quantity': 59.0, 'ss_sales_price': 61.39},
{'ss_customer_sk': 15, 'ss_sold_date_sk': 15, 'ss_quantity': 21.0, 'ss_sales_price': 95.55},
{'ss_customer_sk': 15, 'ss_sold_date_sk': 15, 'ss_quantity': 82.0, 'ss_sales_price': 95.22},
{'ss_customer_sk': 15, 'ss_sold_date_sk': 15, 'ss_quantity': 98.0, 'ss_sales_price': 3.27},
{'ss_customer_sk': 15, 'ss_sold_date_sk': 15, 'ss_quantity': 15.0, 'ss_sales_price': 45.02},
{'ss_customer_sk': 15, 'ss_sold_date_sk': 15, 'ss_quantity': 26.0, 'ss_sales_price': 40.9},
{'ss_customer_sk': 15, 'ss_sold_date_sk': 15, 'ss_quantity': 25.0, 'ss_sales_price': 38.81},
{'ss_customer_sk': 16, 'ss_sold_date_sk': 16, 'ss_quantity': 94.0, 'ss_sales_price': 74.27},
{'ss_customer_sk': 16, 'ss_sold_date_sk': 16, 'ss_quantity': 70.0, 'ss_sales_price': 100.25},
{'ss_customer_sk': 16, 'ss_sold_date_sk': 16, 'ss_quantity': 17.0, 'ss_sales_price': 60.46},
{'ss_customer_sk': 16, 'ss_sold_date_sk': 16, 'ss_quantity': 94.0, 'ss_sales_price': 22.49},
{'ss_customer_sk': 16, 'ss_sold_date_sk': 16, 'ss_quantity': 59.0, 'ss_sales_price': 60.6},
{'ss_customer_sk': 16, 'ss_sold_date_sk': 16, 'ss_quantity': 60.0, 'ss_sales_price': 68.67},
{'ss_customer_sk': 16, 'ss_sold_date_sk': 16, 'ss_quantity': 86.0, 'ss_sales_price': 64.93},
{'ss_customer_sk': 16, 'ss_sold_date_sk': 16, 'ss_quantity': 42.0, 'ss_sales_price': 12.11},
{'ss_customer_sk': 16, 'ss_sold_date_sk': 16, 'ss_quantity': 51.0, 'ss_sales_price': 15.99},
{'ss_customer_sk': 16, 'ss_sold_date_sk': 16, 'ss_quantity': 4.0, 'ss_sales_price': 55.73},
{'ss_customer_sk': 16, 'ss_sold_date_sk': 16, 'ss_quantity': 13.0, 'ss_sales_price': 31.12},
{'ss_customer_sk': 16, 'ss_sold_date_sk': 16, 'ss_quantity': 29.0, 'ss_sales_price': 103.24},
{'ss_customer_sk': 17, 'ss_sold_date_sk': 17, 'ss_quantity': 34.0, 'ss_sales_price': 55.78},
{'ss_customer_sk': 17, 'ss_sold_date_sk': 17, 'ss_quantity': 34.0, 'ss_sales_price': 44.06},
{'ss_customer_sk': 17, 'ss_sold_date_sk': 17, 'ss_quantity': 70.0, 'ss_sales_price': 24.02},
{'ss_customer_sk': 17, 'ss_sold_date_sk': 17, 'ss_quantity': 45.0, 'ss_sales_price': 51.43},
{'ss_customer_sk': 17, 'ss_sold_date_sk': 17, 'ss_quantity': 37.0, 'ss_sales_price': 37.82},
{'ss_customer_sk': 17, 'ss_sold_date_sk': 17, 'ss_quantity': 21.0, 'ss_sales_price': 31.11},
{'ss_customer_sk': 17, 'ss_sold_date_sk': 17, 'ss_quantity': 32.0, 'ss_sales_price': 47.91},
{'ss_customer_sk': 17, 'ss_sold_date_sk': 17, 'ss_quantity': 76.0, 'ss_sales_price': 4.34},
{'ss_customer_sk': 17, 'ss_sold_date_sk': 17, 'ss_quantity': 57.0, 'ss_sales_price': 8.94},
{'ss_customer_sk': 17, 'ss_sold_date_sk': 17, 'ss_quantity': 54.0, 'ss_sales_price': 76.8},
{'c_customer_sk': 1.0},
{'d_date_sk': 2415022.0, 'd_date': '1900-01-02'},
{'d_date_sk': 1, 'd_date': '1900-01-03'},
{'d_date_sk': 2, 'd_date': '1900-01-04'},
{'d_date_sk': 3, 'd_date': '1900-01-05'},
{'d_date_sk': 4, 'd_date': '1900-01-06'},
{'d_date_sk': 5, 'd_date': '1900-01-07'},
{'d_date_sk': 6, 'd_date': '1900-01-08'},
{'d_date_sk': 7, 'd_date': '1900-01-09'},
{'d_date_sk': 8, 'd_date': '1900-01-10'},
{'d_date_sk': 9, 'd_date': '1900-01-11'},
{'d_date_sk': 10, 'd_date': '1900-01-12'},
{'d_date_sk': 11, 'd_date': '1900-01-13'},
{'d_date_sk': 12, 'd_date': '1900-01-14'},
{'d_date_sk': 13, 'd_date': '1900-01-15'},
{'d_date_sk': 14, 'd_date': '1900-01-16'},
{'d_date_sk': 15, 'd_date': '1900-01-17'},
{'d_date_sk': 16, 'd_date': '1900-01-18'},
{'d_date_sk': 17, 'd_date': '1900-01-19'},
{'d_date_sk': 18, 'd_date': '1900-01-20'},
{'d_date_sk': 19, 'd_date': '1900-01-21'},
{'d_date_sk': 20, 'd_date': '1900-01-22'},
{'d_date_sk': 21, 'd_date': '1900-01-23'},
{'d_date_sk': 22, 'd_date': '1900-01-24'},
{'d_date_sk': 23, 'd_date': '1900-01-25'},
{'d_date_sk': 24, 'd_date': '1900-01-26'},
{'d_date_sk': 25, 'd_date': '1900-01-27'},
{'d_date_sk': 26, 'd_date': '1900-01-28'},
{'d_date_sk': 27, 'd_date': '1900-01-29'},
{'d_date_sk': 28, 'd_date': '1900-01-30'},
{'d_date_sk': 29, 'd_date': '1900-01-31'},
{'d_date_sk': 30, 'd_date': '1900-02-01'},
{'d_date_sk': 31, 'd_date': '1900-02-02'},
{'d_date_sk': 32, 'd_date': '1900-02-03'},
{'d_date_sk': 33, 'd_date': '1900-02-04'},
{'d_date_sk': 34, 'd_date': '1900-02-05'},
{'d_date_sk': 35, 'd_date': '1900-02-06'},
{'d_date_sk': 36, 'd_date': '1900-02-07'},
{'d_date_sk': 37, 'd_date': '1900-02-08'},
{'d_date_sk': 38, 'd_date': '1900-02-09'},
{'d_date_sk': 39, 'd_date': '1900-02-10'},
{'d_date_sk': 40, 'd_date': '1900-02-11'},
{'d_date_sk': 41, 'd_date': '1900-02-12'},
{'d_date_sk': 42, 'd_date': '1900-02-13'},
{'d_date_sk': 43, 'd_date': '1900-02-14'},
{'d_date_sk': 44, 'd_date': '1900-02-15'},
{'d_date_sk': 45, 'd_date': '1900-02-16'},
{'d_date_sk': 46, 'd_date': '1900-02-17'},
{'d_date_sk': 47, 'd_date': '1900-02-18'},
{'d_date_sk': 48, 'd_date': '1900-02-19'},
{'d_date_sk': 49, 'd_date': '1900-02-20'},
{'d_date_sk': 50, 'd_date': '1900-02-21'},
{'d_date_sk': 51, 'd_date': '1900-02-22'},
{'d_date_sk': 52, 'd_date': '1900-02-23'},
{'d_date_sk': 53, 'd_date': '1900-02-24'},
{'d_date_sk': 54, 'd_date': '1900-02-25'},
{'d_date_sk': 55, 'd_date': '1900-02-26'},
{'d_date_sk': 56, 'd_date': '1900-02-27'},
{'d_date_sk': 57, 'd_date': '1900-02-28'},
{'d_date_sk': 58, 'd_date': '1900-03-01'},
{'d_date_sk': 59, 'd_date': '1900-03-02'},
{'d_date_sk': 60, 'd_date': '1900-03-03'},
{'d_date_sk': 61, 'd_date': '1900-03-04'},
{'d_date_sk': 62, 'd_date': '1900-03-05'},
